answer_id,anon_id,L1,gender,semester,placement_test,course_id,level_id,class_id,question_id,version,text_len,text,tokens,tok_lem_POS
11,fv6,French,Male,2006_fall,51.0,115,4,w,12,1,88,"To make tea, nothing is easier, even if sometimes it could be dangerous. First, you need to have hot water. I let you choose the way that you make it. next, you need to buy a box of tea in wallmart or giant eagle. And finally you must use a beautiful cup to put the water and a small pack of tea in. You could also add sugar or/and milk. Don't forget to wait a few minutes before drinking, the tea could be too much warm.","['To', 'make', 'tea', ',', 'nothing', 'is', 'easier', ',', 'even', 'if', 'sometimes', 'it', 'could', 'be', 'dangerous', '.', 'First', ',', 'you', 'need', 'to', 'have', 'hot', 'water', '.', 'I', 'let', 'you', 'choose', 'the', 'way', 'that', 'you', 'make', 'it', '.', 'next', ',', 'you', 'need', 'to', 'buy', 'a', 'box', 'of', 'tea', 'in', 'wallmart', 'or', 'giant', 'eagle', '.', 'And', 'finally', 'you', 'must', 'use', 'a', 'beautiful', 'cup', 'to', 'put', 'the', 'water', 'and', 'a', 'small', 'pack', 'of', 'tea', 'in', '.', 'You', 'could', 'also', 'add', 'sugar', 'or', '/', 'and', 'milk', '.', 'Do', ""n't"", 'forget', 'to', 'wait', 'a', 'few', 'minutes', 'before', 'drinking', ',', 'the', 'tea', 'could', 'be', 'too', 'much', 'warm', '.']","[('To', 'to', 'TO'), ('make', 'make', 'VB'), ('tea', 'tea', 'NN'), (',', ',', ','), ('nothing', 'nothing', 'NN'), ('is', 'be', 'VBZ'), ('easier', 'easy', 'JJR'), (',', ',', ','), ('even', 'even', 'RB'), ('if', 'if', 'IN'), ('sometimes', 'sometimes', 'NNS'), ('it', 'it', 'PRP'), ('could', 'could', 'MD'), ('be', 'be', 'VB'), ('dangerous', 'dangerous', 'JJ'), ('.', '.', '.'), ('First', 'First', 'NNP'), (',', ',', ','), ('you', 'you', 'PRP'), ('need', 'need', 'VBP'), ('to', 'to', 'TO'), ('have', 'have', 'VB'), ('hot', 'hot', 'JJ'), ('water', 'water', 'NN'), ('.', '.', '.'), ('I', 'I', 'PRP'), ('let', 'let', 'VBP'), ('you', 'you', 'PRP'), ('choose', 'choose', 'VB'), ('the', 'the', 'DT'), ('way', 'way', 'NN'), ('that', 'that', 'IN'), ('you', 'you', 'PRP'), ('make', 'make', 'VBP'), ('it', 'it', 'PRP'), ('.', '.', '.'), ('next', 'next', 'JJ'), (',', ',', ','), ('you', 'you', 'PRP'), ('need', 'need', 'VBP'), ('to', 'to', 'TO'), ('buy', 'buy', 'VB'), ('a', 'a', 'DT'), ('box', 'box', 'NN'), ('of', 'of', 'IN'), ('tea', 'tea', 'NN'), ('in', 'in', 'IN'), ('wallmart', 'wallmart', 'NN'), ('or', 'or', 'CC'), ('giant', 'giant', 'JJ'), ('eagle', 'eagle', 'NN'), ('.', '.', '.'), ('And', 'and', 'CC'), ('finally', 'finally', 'RB'), ('you', 'you', 'PRP'), ('must', 'must', 'MD'), ('use', 'use', 'VB'), ('a', 'a', 'DT'), ('beautiful', 'beautiful', 'JJ'), ('cup', 'cup', 'NN'), ('to', 'to', 'TO'), ('put', 'put', 'VB'), ('the', 'the', 'DT'), ('water', 'water', 'NN'), ('and', 'and', 'CC'), ('a', 'a', 'DT'), ('small', 'small', 'JJ'), ('pack', 'pack', 'NN'), ('of', 'of', 'IN'), ('tea', 'tea', 'NN'), ('in', 'in', 'IN'), ('.', '.', '.'), ('You', 'You', 'PRP'), ('could', 'could', 'MD'), ('also', 'also', 'RB'), ('add', 'add', 'VB'), ('sugar', 'sugar', 'NN'), ('or', 'or', 'CC'), ('/', '/', 'NN'), ('and', 'and', 'CC'), ('milk', 'milk', 'NN'), ('.', '.', '.'), ('Do', 'do', 'VBP'), (""n't"", 'not', 'RB'), ('forget', 'forget', 'VB'), ('to', 'to', 'TO'), ('wait', 'wait', 'VB'), ('a', 'a', 'DT'), ('few', 'few', 'JJ'), ('minutes', 'minute', 'NNS'), ('before', 'before', 'IN'), ('drinking', 'drinking', 'NN'), (',', ',', ','), ('the', 'the', 'DT'), ('tea', 'tea', 'NN'), ('could', 'could', 'MD'), ('be', 'be', 'VB'), ('too', 'too', 'RB'), ('much', 'much', 'JJ'), ('warm', 'warm', 'NN'), ('.', '.', '.')]"
12,fv6,French,Male,2006_fall,51.0,115,4,w,13,1,8,i organize the instructions by time and importance.,"['i', 'organize', 'the', 'instructions', 'by', 'time', 'and', 'importance', '.']","[('i', 'i', 'NN'), ('organize', 'organize', 'VBP'), ('the', 'the', 'DT'), ('instructions', 'instruction', 'NNS'), ('by', 'by', 'IN'), ('time', 'time', 'NN'), ('and', 'and', 'CC'), ('importance', 'importance', 'NN'), ('.', '.', '.')]"
13,ei2,Chinese,Female,2006_fall,57.0,115,4,w,12,1,60,"First, you should take some hot water, you can use dovn, mircowave or other ways.
second, take some tea into a bag, the size of bag just about 5cm*5cm. it is paper bage. it's name is tea bag.
Final take tea-bag and hot water into a glass.
After five minutes, you can drink the glass of tea.","['First', ',', 'you', 'should', 'take', 'some', 'hot', 'water', ',', 'you', 'can', 'use', 'dovn', ',', 'mircowave', 'or', 'other', 'ways', '.', 'second', ',', 'take', 'some', 'tea', 'into', 'a', 'bag', ',', 'the', 'size', 'of', 'bag', 'just', 'about', '5cm', '*', '5cm', '.', 'it', 'is', 'paper', 'bage', '.', 'it', ""'s"", 'name', 'is', 'tea', 'bag', '.', 'Final', 'take', 'tea', '-', 'bag', 'and', 'hot', 'water', 'into', 'a', 'glass', '.', 'After', 'five', 'minutes', ',', 'you', 'can', 'drink', 'the', 'glass', 'of', 'tea', '.']","[('First', 'first', 'RB'), (',', ',', ','), ('you', 'you', 'PRP'), ('should', 'should', 'MD'), ('take', 'take', 'VB'), ('some', 'some', 'DT'), ('hot', 'hot', 'JJ'), ('water', 'water', 'NN'), (',', ',', ','), ('you', 'you', 'PRP'), ('can', 'can', 'MD'), ('use', 'use', 'VB'), ('dovn', 'dovn', 'NN'), (',', ',', ','), ('mircowave', 'mircowave', 'VBP'), ('or', 'or', 'CC'), ('other', 'other', 'JJ'), ('ways', 'way', 'NNS'), ('.', '.', '.'), ('second', 'second', 'JJ'), (',', ',', ','), ('take', 'take', 'VB'), ('some', 'some', 'DT'), ('tea', 'tea', 'NN'), ('into', 'into', 'IN'), ('a', 'a', 'DT'), ('bag', 'bag', 'NN'), (',', ',', ','), ('the', 'the', 'DT'), ('size', 'size', 'NN'), ('of', 'of', 'IN'), ('bag', 'bag', 'NN'), ('just', 'just', 'RB'), ('about', 'about', 'IN'), ('5cm', '5cm', 'CD'), ('*', '*', 'JJ'), ('5cm', '5cm', 'CD'), ('.', '.', '.'), ('it', 'it', 'PRP'), ('is', 'be', 'VBZ'), ('paper', 'paper', 'NN'), ('bage', 'bage', 'NN'), ('.', '.', '.'), ('it', 'it', 'PRP'), (""'s"", ""'s"", 'VBZ'), ('name', 'name', 'NN'), ('is', 'be', 'VBZ'), ('tea', 'tea', 'JJ'), ('bag', 'bag', 'NN'), ('.', '.', '.'), ('Final', 'Final', 'NNP'), ('take', 'take', 'NN'), ('tea', 'tea', 'NN'), ('-', '-', ':'), ('bag', 'bag', 'NN'), ('and', 'and', 'CC'), ('hot', 'hot', 'JJ'), ('water', 'water', 'NN'), ('into', 'into', 'IN'), ('a', 'a', 'DT'), ('glass', 'glass', 'NN'), ('.', '.', '.'), ('After', 'after', 'IN'), ('five', 'five', 'CD'), ('minutes', 'minute', 'NNS'), (',', ',', ','), ('you', 'you', 'PRP'), ('can', 'can', 'MD'), ('drink', 'drink', 'VB'), ('the', 'the', 'DT'), ('glass', 'glass', 'NN'), ('of', 'of', 'IN'), ('tea', 'tea', 'NN'), ('.', '.', '.')]"
14,ei2,Chinese,Female,2006_fall,57.0,115,4,w,13,1,12,"I organize the instruction by time. For example: first, second and final.","['I', 'organize', 'the', 'instruction', 'by', 'time', '.', 'For', 'example', ':', 'first', ',', 'second', 'and', 'final', '.']","[('I', 'I', 'PRP'), ('organize', 'organize', 'VBP'), ('the', 'the', 'DT'), ('instruction', 'instruction', 'NN'), ('by', 'by', 'IN'), ('time', 'time', 'NN'), ('.', '.', '.'), ('For', 'for', 'IN'), ('example', 'example', 'NN'), (':', ':', ':'), ('first', 'first', 'RB'), (',', ',', ','), ('second', 'second', 'JJ'), ('and', 'and', 'CC'), ('final', 'final', 'JJ'), ('.', '.', '.')]"
15,hb4,Korean,Female,2006_fall,48.0,115,4,w,12,1,48,"In my country, make a tea is very easy because we use tea bags. Fitst, boil a water in a pot. Second, pour the water into a cup. And then, put your tea bag into the cup. When you wait for about 3~4min, you can drink excellent tea.","['In', 'my', 'country', ',', 'make', 'a', 'tea', 'is', 'very', 'easy', 'because', 'we', 'use', 'tea', 'bags', '.', 'Fitst', ',', 'boil', 'a', 'water', 'in', 'a', 'pot', '.', 'Second', ',', 'pour', 'the', 'water', 'into', 'a', 'cup', '.', 'And', 'then', ',', 'put', 'your', 'tea', 'bag', 'into', 'the', 'cup', '.', 'When', 'you', 'wait', 'for', 'about', '3', '~', '4min', ',', 'you', 'can', 'drink', 'excellent', 'tea', '.']","[('In', 'in', 'IN'), ('my', 'my', 'PRP$'), ('country', 'country', 'NN'), (',', ',', ','), ('make', 'make', 'VBP'), ('a', 'a', 'DT'), ('tea', 'tea', 'NN'), ('is', 'be', 'VBZ'), ('very', 'very', 'RB'), ('easy', 'easy', 'JJ'), ('because', 'because', 'IN'), ('we', 'we', 'PRP'), ('use', 'use', 'VBP'), ('tea', 'tea', 'JJ'), ('bags', 'bag', 'NNS'), ('.', '.', '.'), ('Fitst', 'Fitst', 'NNP'), (',', ',', ','), ('boil', 'boil', 'VBD'), ('a', 'a', 'DT'), ('water', 'water', 'NN'), ('in', 'in', 'IN'), ('a', 'a', 'DT'), ('pot', 'pot', 'NN'), ('.', '.', '.'), ('Second', 'Second', 'NNP'), (',', ',', ','), ('pour', 'pour', 'VBP'), ('the', 'the', 'DT'), ('water', 'water', 'NN'), ('into', 'into', 'IN'), ('a', 'a', 'DT'), ('cup', 'cup', 'NN'), ('.', '.', '.'), ('And', 'and', 'CC'), ('then', 'then', 'RB'), (',', ',', ','), ('put', 'put', 'VB'), ('your', 'your', 'PRP$'), ('tea', 'tea', 'NN'), ('bag', 'bag', 'NN'), ('into', 'into', 'IN'), ('the', 'the', 'DT'), ('cup', 'cup', 'NN'), ('.', '.', '.'), ('When', 'when', 'WRB'), ('you', 'you', 'PRP'), ('wait', 'wait', 'VBP'), ('for', 'for', 'IN'), ('about', 'about', 'RB'), ('3', '3', 'CD'), ('~', '~', 'JJ'), ('4min', '4min', 'CD'), (',', ',', ','), ('you', 'you', 'PRP'), ('can', 'can', 'MD'), ('drink', 'drink', 'VB'), ('excellent', 'excellent', 'JJ'), ('tea', 'tea', 'NN'), ('.', '.', '.')]"
16,hb4,Korean,Female,2006_fall,48.0,115,4,w,13,1,28,Every paragragh's instructions depend on a main idea. But I often organize the instruction by time. Because I think organized by time is good looking for readers.,"['Every', 'paragragh', ""'s"", 'instructions', 'depend', 'on', 'a', 'main', 'idea', '.', 'But', 'I', 'often', 'organize', 'the', 'instruction', 'by', 'time', '.', 'Because', 'I', 'think', 'organized', 'by', 'time', 'is', 'good', 'looking', 'for', 'readers', '.']","[('Every', 'every', 'DT'), ('paragragh', 'paragragh', 'NN'), (""'s"", ""'s"", 'POS'), ('instructions', 'instruction', 'NNS'), ('depend', 'depend', 'VBP'), ('on', 'on', 'IN'), ('a', 'a', 'DT'), ('main', 'main', 'JJ'), ('idea', 'idea', 'NN'), ('.', '.', '.'), ('But', 'but', 'CC'), ('I', 'I', 'PRP'), ('often', 'often', 'RB'), ('organize', 'organize', 'VBP'), ('the', 'the', 'DT'), ('instruction', 'instruction', 'NN'), ('by', 'by', 'IN'), ('time', 'time', 'NN'), ('.', '.', '.'), ('Because', 'because', 'IN'), ('I', 'I', 'PRP'), ('think', 'think', 'VBP'), ('organized', 'organize', 'VBN'), ('by', 'by', 'IN'), ('time', 'time', 'NN'), ('is', 'be', 'VBZ'), ('good', 'good', 'JJ'), ('looking', 'look', 'VBG'), ('for', 'for', 'IN'), ('readers', 'reader', 'NNS'), ('.', '.', '.')]"
17,fy0,Arabic,Male,2006_fall,,114,4,w,10,1,48,"1- Go outside and hangout with friend for most of your time.
2- do not attend your classes.
3- don't study and don't do any homeworks.
4- don't study before the test.
5- you must cheate in the exame to get 0, or you don't have to attend the test.","['1', '-', 'Go', 'outside', 'and', 'hangout', 'with', 'friend', 'for', 'most', 'of', 'your', 'time', '.', '2', '-', 'do', 'not', 'attend', 'your', 'classes', '.', '3', '-', 'do', ""n't"", 'study', 'and', 'do', ""n't"", 'do', 'any', 'homeworks', '.', '4', '-', 'do', ""n't"", 'study', 'before', 'the', 'test', '.', '5', '-', 'you', 'must', 'cheate', 'in', 'the', 'exame', 'to', 'get', '0', ',', 'or', 'you', 'do', ""n't"", 'have', 'to', 'attend', 'the', 'test', '.']","[('1', '1', 'CD'), ('-', '-', ':'), ('Go', 'Go', 'NNP'), ('outside', 'outside', 'IN'), ('and', 'and', 'CC'), ('hangout', 'hangout', 'NN'), ('with', 'with', 'IN'), ('friend', 'friend', 'NN'), ('for', 'for', 'IN'), ('most', 'most', 'JJS'), ('of', 'of', 'IN'), ('your', 'your', 'PRP$'), ('time', 'time', 'NN'), ('.', '.', '.'), ('2', '2', 'CD'), ('-', '-', ':'), ('do', 'do', 'NN'), ('not', 'not', 'RB'), ('attend', 'attend', 'VB'), ('your', 'your', 'PRP$'), ('classes', 'class', 'NNS'), ('.', '.', '.'), ('3', '3', 'CD'), ('-', '-', ':'), ('do', 'do', 'VBP'), (""n't"", 'not', 'RB'), ('study', 'study', 'VB'), ('and', 'and', 'CC'), ('do', 'do', 'VB'), (""n't"", 'not', 'RB'), ('do', 'do', 'VB'), ('any', 'any', 'DT'), ('homeworks', 'homeworks', 'NNS'), ('.', '.', '.'), ('4', '4', 'CD'), ('-', '-', ':'), ('do', 'do', 'VBP'), (""n't"", 'not', 'RB'), ('study', 'study', 'VB'), ('before', 'before', 'IN'), ('the', 'the', 'DT'), ('test', 'test', 'NN'), ('.', '.', '.'), ('5', '5', 'CD'), ('-', '-', ':'), ('you', 'you', 'PRP'), ('must', 'must', 'MD'), ('cheate', 'cheate', 'VB'), ('in', 'in', 'IN'), ('the', 'the', 'DT'), ('exame', 'exame', 'NN'), ('to', 'to', 'TO'), ('get', 'get', 'VB'), ('0', '0', 'CD'), (',', ',', ','), ('or', 'or', 'CC'), ('you', 'you', 'PRP'), ('do', 'do', 'VBP'), (""n't"", 'not', 'RB'), ('have', 'have', 'VB'), ('to', 'to', 'TO'), ('attend', 'attend', 'VB'), ('the', 'the', 'DT'), ('test', 'test', 'NN'), ('.', '.', '.')]"
18,ah1,Thai,Male,2006_fall,53.0,115,4,w,12,1,49,"When I want to drink my tea, I have to make it myself. First, I use a tea bag and put it down into a cup. Then I will fill hot water and wait for my cup. I may add some sugar or milk in my tea. Enjoy it.","['When', 'I', 'want', 'to', 'drink', 'my', 'tea', ',', 'I', 'have', 'to', 'make', 'it', 'myself', '.', 'First', ',', 'I', 'use', 'a', 'tea', 'bag', 'and', 'put', 'it', 'down', 'into', 'a', 'cup', '.', 'Then', 'I', 'will', 'fill', 'hot', 'water', 'and', 'wait', 'for', 'my', 'cup', '.', 'I', 'may', 'add', 'some', 'sugar', 'or', 'milk', 'in', 'my', 'tea', '.', 'Enjoy', 'it', '.']","[('When', 'when', 'WRB'), ('I', 'I', 'PRP'), ('want', 'want', 'VBP'), ('to', 'to', 'TO'), ('drink', 'drink', 'VB'), ('my', 'my', 'PRP$'), ('tea', 'tea', 'NN'), (',', ',', ','), ('I', 'I', 'PRP'), ('have', 'have', 'VBP'), ('to', 'to', 'TO'), ('make', 'make', 'VB'), ('it', 'it', 'PRP'), ('myself', 'myself', 'PRP'), ('.', '.', '.'), ('First', 'First', 'NNP'), (',', ',', ','), ('I', 'I', 'PRP'), ('use', 'use', 'VBP'), ('a', 'a', 'DT'), ('tea', 'tea', 'NN'), ('bag', 'bag', 'NN'), ('and', 'and', 'CC'), ('put', 'put', 'VB'), ('it', 'it', 'PRP'), ('down', 'down', 'RP'), ('into', 'into', 'IN'), ('a', 'a', 'DT'), ('cup', 'cup', 'NN'), ('.', '.', '.'), ('Then', 'then', 'RB'), ('I', 'I', 'PRP'), ('will', 'will', 'MD'), ('fill', 'fill', 'VB'), ('hot', 'hot', 'JJ'), ('water', 'water', 'NN'), ('and', 'and', 'CC'), ('wait', 'wait', 'NN'), ('for', 'for', 'IN'), ('my', 'my', 'PRP$'), ('cup', 'cup', 'NN'), ('.', '.', '.'), ('I', 'I', 'PRP'), ('may', 'may', 'MD'), ('add', 'add', 'VB'), ('some', 'some', 'DT'), ('sugar', 'sugar', 'NN'), ('or', 'or', 'CC'), ('milk', 'milk', 'NN'), ('in', 'in', 'IN'), ('my', 'my', 'PRP$'), ('tea', 'tea', 'NN'), ('.', '.', '.'), ('Enjoy', 'enjoy', 'VB'), ('it', 'it', 'PRP'), ('.', '.', '.')]"
19,ah1,Thai,Male,2006_fall,53.0,115,4,w,13,1,30,"The organization by time is about method to do something whereas by importance is about ordering important thing. Lastly, the organization by situation is about doing something depend on situation.","['The', 'organization', 'by', 'time', 'is', 'about', 'method', 'to', 'do', 'something', 'whereas', 'by', 'importance', 'is', 'about', 'ordering', 'important', 'thing', '.', 'Lastly', ',', 'the', 'organization', 'by', 'situation', 'is', 'about', 'doing', 'something', 'depend', 'on', 'situation', '.']","[('The', 'the', 'DT'), ('organization', 'organization', 'NN'), ('by', 'by', 'IN'), ('time', 'time', 'NN'), ('is', 'be', 'VBZ'), ('about', 'about', 'RB'), ('method', 'method', 'NN'), ('to', 'to', 'TO'), ('do', 'do', 'VB'), ('something', 'something', 'NN'), ('whereas', 'whereas', 'NNS'), ('by', 'by', 'IN'), ('importance', 'importance', 'NN'), ('is', 'be', 'VBZ'), ('about', 'about', 'IN'), ('ordering', 'order', 'VBG'), ('important', 'important', 'JJ'), ('thing', 'thing', 'NN'), ('.', '.', '.'), ('Lastly', 'lastly', 'RB'), (',', ',', ','), ('the', 'the', 'DT'), ('organization', 'organization', 'NN'), ('by', 'by', 'IN'), ('situation', 'situation', 'NN'), ('is', 'be', 'VBZ'), ('about', 'about', 'IN'), ('doing', 'do', 'VBG'), ('something', 'something', 'NN'), ('depend', 'depend', 'VB'), ('on', 'on', 'IN'), ('situation', 'situation', 'NN'), ('.', '.', '.')]"
20,bo8,Chinese,Female,2006_fall,59.0,114,4,w,10,1,79,"Failing a test is not easy successful ,but if you want to do this,there are many method can reach this goal.For example, you needn't to do your homework and don't go to class on time.When you have a test,don't write anything on your test paper if you know the answer.On the other hand,you needn't review your class everyday and don't highlight any important vocabulary.senternces on your book.","['Failing', 'a', 'test', 'is', 'not', 'easy', 'successful', ',', 'but', 'if', 'you', 'want', 'to', 'do', 'this', ',', 'there', 'are', 'many', 'method', 'can', 'reach', 'this', 'goal', '.', 'For', 'example', ',', 'you', 'need', ""n't"", 'to', 'do', 'your', 'homework', 'and', 'do', ""n't"", 'go', 'to', 'class', 'on', 'time', '.', 'When', 'you', 'have', 'a', 'test', ',', 'do', ""n't"", 'write', 'anything', 'on', 'your', 'test', 'paper', 'if', 'you', 'know', 'the', 'answer', '.', 'On', 'the', 'other', 'hand', ',', 'you', 'need', ""n't"", 'review', 'your', 'class', 'everyday', 'and', 'do', ""n't"", 'highlight', 'any', 'important', 'vocabulary', '.', 'senternces', 'on', 'your', 'book', '.']","[('Failing', 'fail', 'VBG'), ('a', 'a', 'DT'), ('test', 'test', 'NN'), ('is', 'be', 'VBZ'), ('not', 'not', 'RB'), ('easy', 'easy', 'JJ'), ('successful', 'successful', 'JJ'), (',', ',', ','), ('but', 'but', 'CC'), ('if', 'if', 'IN'), ('you', 'you', 'PRP'), ('want', 'want', 'VBP'), ('to', 'to', 'TO'), ('do', 'do', 'VB'), ('this', 'this', 'DT'), (',', ',', ','), ('there', 'there', 'EX'), ('are', 'be', 'VBP'), ('many', 'many', 'JJ'), ('method', 'method', 'NNS'), ('can', 'can', 'MD'), ('reach', 'reach', 'VB'), ('this', 'this', 'DT'), ('goal', 'goal', 'NN'), ('.', '.', '.'), ('For', 'for', 'IN'), ('example', 'example', 'NN'), (',', ',', ','), ('you', 'you', 'PRP'), ('need', 'need', 'VBP'), (""n't"", 'not', 'RB'), ('to', 'to', 'TO'), ('do', 'do', 'VB'), ('your', 'your', 'PRP$'), ('homework', 'homework', 'NN'), ('and', 'and', 'CC'), ('do', 'do', 'VBP'), (""n't"", 'not', 'RB'), ('go', 'go', 'VB'), ('to', 'to', 'TO'), ('class', 'class', 'NN'), ('on', 'on', 'IN'), ('time', 'time', 'NN'), ('.', '.', '.'), ('When', 'when', 'WRB'), ('you', 'you', 'PRP'), ('have', 'have', 'VBP'), ('a', 'a', 'DT'), ('test', 'test', 'NN'), (',', ',', ','), ('do', 'do', 'VBP'), (""n't"", 'not', 'RB'), ('write', 'write', 'VB'), ('anything', 'anything', 'NN'), ('on', 'on', 'IN'), ('your', 'your', 'PRP$'), ('test', 'test', 'JJS'), ('paper', 'paper', 'NN'), ('if', 'if', 'IN'), ('you', 'you', 'PRP'), ('know', 'know', 'VBP'), ('the', 'the', 'DT'), ('answer', 'answer', 'NN'), ('.', '.', '.'), ('On', 'on', 'IN'), ('the', 'the', 'DT'), ('other', 'other', 'JJ'), ('hand', 'hand', 'NN'), (',', ',', ','), ('you', 'you', 'PRP'), ('need', 'need', 'VBP'), (""n't"", 'not', 'RB'), ('review', 'review', 'VB'), ('your', 'your', 'PRP$'), ('class', 'class', 'NN'), ('everyday', 'everyday', 'NN'), ('and', 'and', 'CC'), ('do', 'do', 'VBP'), (""n't"", 'not', 'RB'), ('highlight', 'highlight', 'VB'), ('any', 'any', 'DT'), ('important', 'important', 'JJ'), ('vocabulary', 'vocabulary', 'NN'), ('.', '.', '.'), ('senternces', 'senternces', 'NNS'), ('on', 'on', 'IN'), ('your', 'your', 'PRP$'), ('book', 'book', 'NN'), ('.', '.', '.')]"
21,fq0,Arabic,Male,2006_fall,,115,4,w,12,1,60,"How To Make a Nice Tea

 You have to feel it, soo you can make it. First, start with boiling some water. Second, get your cup and some sukar ready and if you like some other flavours you can include that too. Finally, Add the hot water with carfull in the cup and squeese you will have tea.


My Regardsss.","['How', 'To', 'Make', 'a', 'Nice', 'Tea', 'You', 'have', 'to', 'feel', 'it', ',', 'soo', 'you', 'can', 'make', 'it', '.', 'First', ',', 'start', 'with', 'boiling', 'some', 'water', '.', 'Second', ',', 'get', 'your', 'cup', 'and', 'some', 'sukar', 'ready', 'and', 'if', 'you', 'like', 'some', 'other', 'flavours', 'you', 'can', 'include', 'that', 'too', '.', 'Finally', ',', 'Add', 'the', 'hot', 'water', 'with', 'carfull', 'in', 'the', 'cup', 'and', 'squeese', 'you', 'will', 'have', 'tea', '.', 'My', 'Regardsss', '.']","[('How', 'How', 'WRB'), ('To', 'to', 'TO'), ('Make', 'make', 'VB'), ('a', 'a', 'DT'), ('Nice', 'Nice', 'NNP'), ('Tea', 'Tea', 'NNP'), ('You', 'You', 'PRP'), ('have', 'have', 'VBP'), ('to', 'to', 'TO'), ('feel', 'feel', 'VB'), ('it', 'it', 'PRP'), (',', ',', ','), ('soo', 'soo', 'VBZ'), ('you', 'you', 'PRP'), ('can', 'can', 'MD'), ('make', 'make', 'VB'), ('it', 'it', 'PRP'), ('.', '.', '.'), ('First', 'First', 'NNP'), (',', ',', ','), ('start', 'start', 'NN'), ('with', 'with', 'IN'), ('boiling', 'boil', 'VBG'), ('some', 'some', 'DT'), ('water', 'water', 'NN'), ('.', '.', '.'), ('Second', 'Second', 'NNP'), (',', ',', ','), ('get', 'get', 'VB'), ('your', 'your', 'PRP$'), ('cup', 'cup', 'NN'), ('and', 'and', 'CC'), ('some', 'some', 'DT'), ('sukar', 'sukar', 'VBP'), ('ready', 'ready', 'JJ'), ('and', 'and', 'CC'), ('if', 'if', 'IN'), ('you', 'you', 'PRP'), ('like', 'like', 'VBP'), ('some', 'some', 'DT'), ('other', 'other', 'JJ'), ('flavours', 'flavour', 'NNS'), ('you', 'you', 'PRP'), ('can', 'can', 'MD'), ('include', 'include', 'VB'), ('that', 'that', 'DT'), ('too', 'too', 'RB'), ('.', '.', '.'), ('Finally', 'finally', 'RB'), (',', ',', ','), ('Add', 'Add', 'NNP'), ('the', 'the', 'DT'), ('hot', 'hot', 'JJ'), ('water', 'water', 'NN'), ('with', 'with', 'IN'), ('carfull', 'carfull', 'NN'), ('in', 'in', 'IN'), ('the', 'the', 'DT'), ('cup', 'cup', 'NN'), ('and', 'and', 'CC'), ('squeese', 'squeese', 'JJ'), ('you', 'you', 'PRP'), ('will', 'will', 'MD'), ('have', 'have', 'VB'), ('tea', 'tea', 'NN'), ('.', '.', '.'), ('My', 'my', 'PRP$'), ('Regardsss', 'Regardsss', 'NNP'), ('.', '.', '.')]"
22,fq0,Arabic,Male,2006_fall,,115,4,w,13,1,3,All of Them.,"['All', 'of', 'Them', '.']","[('All', 'all', 'DT'), ('of', 'of', 'IN'), ('Them', 'Them', 'NNP'), ('.', '.', '.')]"
